ID_UNICO,ingresos_jovenes,SEXO,EDAD,INFORMAL,REGION,NIVEL_EDUCATIVO,INTERNET,SEGURO_SALUD,mesestrab_antiguedad
015954_151_11_07,1760,0,21,0,Sierra,2,1,1,5
015954_176_11_01,1376,0,26,0,Sierra,1,1,1,1
015955_091_11_01,400,1,23,1,Sierra,2,1,1,1
015956_145_11_02,840,0,19,1,Sierra,2,1,0,1
015957_036_11_02,360,1,25,1,Sierra,1,1,0,4
015957_036_11_03,600,0,20,1,Sierra,1,1,0,10
015957_085_11_02,766,0,25,1,Sierra,1,1,1,36
015957_108_11_02,100,1,27,1,Sierra,1,1,0,60
015957_134_11_03,20,0,15,1,Sierra,1,1,0,1
015958_110_11_02,185,0,27,1,Sierra,2,1,1,5
015958_110_11_03,280,1,25,0,Sierra,2,1,0,24
015959_027_33_02,132,1,25,1,Sierra,2,1,1,24
015959_098_11_01,480,0,25,1,Sierra,1,1,0,1
015960_035_11_02,400,0,26,1,Sierra,2,1,1,12
015960_035_11_03,1057,0,23,0,Sierra,2,1,1,7
015960_035_11_04,100,0,17,1,Sierra,1,1,1,1
015960_056_11_03,35,1,20,1,Sierra,2,1,1,14
015961_011_11_02,900,0,25,0,Sierra,2,1,1,7
015961_092_11_02,100,0,24,0,Sierra,2,1,1,2
015962_154_11_03,2100,0,28,1,Sierra,2,1,0,3
015963_016_11_03,902,1,21,0,Sierra,2,1,1,12
015966_040_11_04,600,1,28,1,Sierra,1,1,1,60
015966_113_11_04,200,1,26,1,Sierra,2,1,1,2
015971_014_11_03,350,1,29,1,Sierra,2,1,1,122
015971_028_11_02,600,0,25,1,Sierra,1,1,1,24
015971_028_11_03,550,1,22,1,Sierra,2,1,1,15
015971_071_11_02,1000,1,28,1,Sierra,2,1,1,12
015972_051_11_02,31,1,28,1,Sierra,1,1,1,12
015972_080_11_03,495,1,21,1,Sierra,2,1,0,48
015973_023_11_03,260,0,21,1,Sierra,2,1,1,3
015973_050_11_03,600,1,20,1,Sierra,2,1,1,24
015973_050_11_04,4625,1,28,0,Sierra,1,1,1,47
015974_083_11_03,1044,1,23,0,Sierra,2,1,1,6
015975_080_11_01,400,0,28,1,Sierra,1,1,0,3
015975_080_11_02,120,1,28,1,Sierra,2,1,1,3
015977_067_11_01,3850,1,29,0,Sierra,2,1,1,24
015977_100_11_03,2000,0,28,1,Sierra,2,1,1,18
015977_100_11_04,3850,0,26,0,Sierra,2,1,1,48
015978_085_11_01,1698,0,26,1,Sierra,2,1,0,12
015979_009_11_03,500,1,22,1,Sierra,2,1,1,12
015979_009_11_04,600,0,20,1,Sierra,1,1,0,60
015980_045_11_01,1025,1,27,1,Sierra,2,1,1,36
015980_094_11_02,1200,0,20,1,Sierra,1,1,0,84
015980_193_11_03,480,0,20,1,Sierra,2,1,1,1
015981_063_11_03,600,0,21,1,Sierra,2,1,1,18
015981_099_11_01,2695,0,26,0,Sierra,2,1,1,30
015981_159_11_03,870,0,27,0,Sierra,2,1,1,5
015982_026_11_03,3200,1,29,1,Sierra,2,1,1,12
015984_092_11_02,1305,0,27,0,Costa,2,0,1,12
015985_006_11_02,75,1,17,1,Sierra,1,1,1,36
015986_012_11_02,300,1,15,1,Sierra,1,0,1,1
015986_037_11_02,385,0,28,1,Sierra,2,1,0,1
015987_126_11_02,1200,0,29,1,Sierra,2,1,1,4
015987_126_11_03,1200,1,28,0,Sierra,2,1,1,4
015987_126_11_05,700,1,24,1,Sierra,2,1,1,3
015989_041_11_02,1300,0,25,1,Sierra,2,1,1,1
015990_036_11_01,1600,0,29,1,Sierra,1,1,0,96
015991_104_11_05,401,0,28,1,Sierra,2,1,0,12
015992_033_11_03,433,0,23,1,Sierra,1,0,1,48
015992_103_11_03,280,0,19,1,Sierra,2,1,1,4
015992_120_11_03,496,0,26,1,Sierra,1,1,0,2
015994_015_11_03,280,1,20,1,Sierra,2,1,1,2
015994_027_11_02,1500,1,26,1,Sierra,2,1,1,5
015994_038_11_01,600,0,24,1,Sierra,1,1,0,36
015994_076_11_01,960,0,20,1,Sierra,1,1,1,6
015998_015_11_03,1305,0,21,0,Sierra,2,0,1,2
015999_099_11_01,809,0,26,1,Sierra,1,1,1,60
016002_052_11_04,2500,0,28,0,Sierra,2,1,1,12
016007_066_11_03,1057,0,27,1,Sierra,2,1,1,48
016009_006_11_02,510,1,28,1,Sierra,1,1,1,84
016010_014_11_05,51,1,16,1,Sierra,1,1,1,1
016011_011_11_03,200,0,18,1,Sierra,2,1,1,1
016012_016_11_02,80,0,23,1,Sierra,2,1,1,26
016012_057_11_05,890,0,24,0,Sierra,1,1,1,4
016012_099_11_03,1528,0,25,0,Sierra,1,1,1,50
016014_008_11_03,600,0,18,1,Sierra,1,1,1,1
016014_064_11_02,1200,0,18,1,Sierra,1,1,1,18
016015_073_11_04,480,1,29,1,Selva,1,1,1,180
016017_128_11_01,120,1,29,1,Selva,1,1,1,1
016018_080_11_03,1215,0,27,0,Selva,2,1,1,12
016018_138_11_02,240,0,22,1,Selva,1,1,1,1
016019_131_11_03,1400,0,23,0,Selva,1,1,1,16
016019_166_11_01,960,0,24,1,Selva,2,1,0,1
016020_025_11_03,265,0,22,1,Selva,1,1,1,12
016020_143_11_01,500,0,19,1,Selva,1,1,1,1
016022_075_11_02,320,0,24,1,Selva,1,0,1,1
016029_028_11_01,3704,1,24,1,Selva,1,1,1,74
016029_063_11_03,180,1,16,1,Selva,1,1,1,3
016029_150_11_01,750,1,20,1,Selva,2,1,1,3
016030_002_11_02,130,0,22,1,Selva,1,0,1,24
016030_109_11_01,2675,0,28,0,Selva,2,1,1,36
016033_028_11_01,1328,0,28,1,Selva,1,1,0,60
016034_003_11_04,160,1,26,1,Selva,2,1,1,17
016034_033_11_02,1400,0,20,1,Selva,1,0,1,3
016034_092_11_03,500,0,25,1,Selva,1,1,0,24
016035_006_11_03,480,0,23,1,Selva,1,1,1,1
016037_012_11_03,240,0,17,1,Costa,1,1,1,1
016037_092_11_03,40,1,16,1,Costa,1,1,1,1
016038_005_11_02,130,0,17,1,Costa,1,0,1,36
016044_102_11_05,600,0,15,1,Costa,1,1,1,2
016045_094_11_03,30,0,20,1,Sierra,1,1,1,1
016046_017_11_03,40,1,27,1,Sierra,1,1,1,12
016046_018_11_02,43,1,27,1,Sierra,1,0,1,62
016049_499_11_05,25,1,25,1,Sierra,1,1,1,66
016050_002_11_02,150,1,28,1,Sierra,1,1,1,1
016050_023_11_02,120,1,28,1,Sierra,1,1,1,1
016050_023_11_03,480,1,25,1,Sierra,1,0,1,1
016051_003_11_03,1200,0,16,1,Sierra,1,1,1,1
016051_070_11_03,1400,0,17,1,Sierra,1,1,0,2
016052_118_11_01,951,0,26,1,Sierra,1,1,1,12
016054_034_11_03,2000,0,23,1,Sierra,1,1,1,4
016055_046_11_06,1400,1,25,1,Sierra,1,1,1,2
016055_048_11_03,60,1,17,1,Sierra,1,1,1,1
016055_147_11_03,420,0,20,1,Sierra,1,1,0,48
016056_006_11_01,94,1,25,1,Sierra,1,0,1,24
016056_079_11_01,422,0,24,1,Sierra,2,1,1,48
016057_156_11_03,50,1,21,1,Sierra,1,1,1,12
016058_354_11_01,341,1,28,1,Sierra,1,1,1,15
016058_355_11_04,800,0,27,1,Sierra,1,1,1,26
016058_355_11_05,700,1,22,1,Sierra,1,1,1,2
016058_355_11_07,250,1,18,1,Sierra,1,1,1,4
016058_356_11_04,120,0,19,1,Sierra,1,1,1,2
016058_839_11_02,480,0,20,1,Sierra,1,1,1,7
016058_840_11_03,300,0,15,1,Sierra,1,1,1,14
016060_007_11_02,120,0,19,1,Sierra,1,1,1,4
016060_007_11_03,80,0,16,1,Sierra,1,0,1,1
016061_116_11_01,6,1,28,1,Sierra,1,1,1,13
016062_086_11_01,350,0,28,1,Sierra,1,1,1,5
016062_086_11_02,168,1,24,1,Sierra,1,1,1,72
016062_087_11_01,88,1,28,1,Sierra,1,1,1,96
016063_015_11_01,379,0,28,1,Sierra,1,1,1,24
016063_075_11_01,1000,0,24,1,Sierra,1,1,1,1
016065_189_11_05,87,1,22,1,Sierra,1,1,1,2
016066_091_11_03,120,0,21,1,Sierra,1,1,1,1
016066_091_11_04,500,1,18,1,Sierra,1,1,1,2
016069_159_11_01,30,1,29,1,Sierra,1,0,1,9
016070_167_11_04,270,1,17,1,Sierra,1,1,1,1
016070_168_11_05,240,1,27,1,Sierra,1,1,1,1
016071_039_11_01,76,0,24,1,Sierra,2,1,1,60
016071_039_11_02,70,1,24,1,Sierra,1,0,1,120
016071_040_11_03,1800,0,19,1,Sierra,1,1,1,1
016072_117_11_01,2400,0,28,1,Sierra,1,1,0,1
016073_122_11_03,500,1,28,1,Sierra,2,1,1,62
016073_122_11_04,500,1,26,1,Sierra,2,1,1,38
016073_122_11_05,51,1,24,1,Sierra,2,1,1,8
016074_053_11_03,1080,0,20,1,Sierra,1,1,1,3
016074_112_11_04,500,0,15,1,Sierra,1,0,1,1
016077_154_11_02,220,1,24,1,Sierra,1,1,1,108
016077_155_11_03,20,1,20,1,Sierra,1,1,1,1
016079_301_11_02,560,1,23,1,Sierra,2,1,1,30
016080_103_11_02,160,0,15,1,Sierra,1,1,1,1
016080_104_11_03,900,0,18,1,Sierra,1,1,0,4
016081_027_11_03,2400,0,25,1,Sierra,2,1,1,12
016081_027_11_05,960,0,21,1,Sierra,2,1,1,3
016081_027_11_06,480,0,19,1,Sierra,1,0,1,3
016081_027_11_07,400,1,17,1,Sierra,1,1,1,3
016084_109_11_03,69,1,17,1,Sierra,1,0,1,1
016085_077_11_03,40,1,15,1,Sierra,1,1,1,13
016086_053_11_03,400,0,16,1,Sierra,1,1,1,1
016086_054_11_04,60,0,20,1,Sierra,1,1,1,1
016086_056_11_04,380,1,22,1,Sierra,1,1,1,46
016086_140_11_01,450,1,23,1,Sierra,1,1,1,72
016086_142_11_01,13,0,29,1,Sierra,1,1,1,84
016086_142_11_02,30,1,24,1,Sierra,1,1,1,84
016087_084_11_03,600,1,25,1,Sierra,1,1,1,25
016087_084_11_04,1200,0,23,1,Sierra,1,1,1,12
016087_084_11_05,600,0,20,1,Sierra,1,1,1,12
016087_084_11_06,720,0,18,1,Sierra,1,1,1,1
016088_049_11_03,1720,0,17,1,Sierra,1,1,1,12
016097_044_11_02,300,1,29,1,Sierra,1,1,1,4
016098_037_11_01,188,0,27,1,Sierra,1,0,1,84
016100_009_11_03,360,0,19,1,Sierra,1,1,1,1
016100_227_11_03,600,1,24,1,Sierra,2,1,1,33
016101_130_11_03,960,0,23,1,Sierra,1,1,1,2
016101_130_11_04,480,0,18,1,Sierra,1,1,1,1
016102_241_11_02,235,0,28,1,Sierra,2,1,0,2
016102_581_11_03,303,1,21,1,Sierra,2,1,1,10
016103_105_11_03,28,0,28,1,Sierra,1,0,0,84
016103_108_11_03,600,0,21,1,Sierra,1,1,1,1
016103_108_11_04,800,0,18,1,Sierra,1,1,1,1
016103_108_11_05,200,1,16,1,Sierra,1,1,1,18
016105_049_11_03,879,0,19,0,Sierra,1,1,1,7
016106_290_11_03,24,1,16,1,Sierra,1,1,1,12
016109_035_11_04,720,0,26,1,Sierra,1,1,1,96
016109_036_11_03,720,0,21,1,Sierra,1,1,1,1
016109_233_11_04,1100,0,18,1,Sierra,1,1,1,4
016109_233_11_05,450,1,18,1,Sierra,1,1,1,6
016110_049_11_02,1140,0,27,1,Sierra,1,0,1,1
016110_188_11_04,160,0,26,1,Sierra,2,1,1,1
016110_190_11_02,30,1,16,1,Sierra,1,1,1,1
016111_060_11_03,280,0,27,1,Sierra,1,1,0,1
016111_121_11_03,700,0,18,1,Sierra,1,1,1,24
016112_310_11_03,450,0,15,1,Sierra,1,1,1,1
016112_312_11_03,126,0,17,1,Sierra,1,1,1,24
016114_033_11_01,25,0,26,1,Sierra,1,1,1,86
016114_441_11_01,252,0,27,1,Sierra,1,1,1,98
016114_441_11_02,20,1,28,1,Sierra,1,1,1,110
016115_041_11_02,240,0,18,1,Sierra,1,1,1,1
016115_244_11_02,80,0,20,1,Sierra,1,1,1,1
016117_249_11_03,2500,0,21,1,Sierra,1,0,0,2
016117_250_11_01,2100,0,28,0,Sierra,1,1,1,1
016117_518_11_02,480,0,23,1,Sierra,1,1,1,24
016117_518_11_03,800,0,25,1,Sierra,1,1,0,1
016118_048_11_03,120,0,18,1,Sierra,1,1,1,1
016118_048_11_04,40,0,15,1,Sierra,1,0,1,1
016118_050_11_02,150,1,21,1,Sierra,1,0,1,24
016118_052_11_03,320,0,17,1,Sierra,1,1,1,12
016119_054_11_04,304,1,20,1,Sierra,2,1,1,6
016119_111_11_03,953,0,18,1,Sierra,1,0,1,1
016119_112_11_03,1305,1,26,0,Sierra,2,1,1,6
016119_112_11_04,300,0,18,1,Sierra,1,1,1,1
016120_062_11_04,320,0,22,1,Sierra,2,1,1,1
016121_105_11_02,300,1,19,1,Sierra,1,1,1,1
016121_106_11_03,300,1,15,1,Sierra,1,0,1,12
016121_107_11_05,600,0,16,1,Sierra,1,0,1,1
016121_108_11_03,600,0,17,1,Sierra,1,1,1,1
016122_612_11_04,250,1,18,1,Sierra,1,1,1,12
016124_002_11_03,1200,0,18,1,Sierra,1,0,1,1
016124_089_11_01,45,0,28,1,Sierra,1,1,1,84
016124_091_11_06,300,1,23,1,Sierra,1,1,1,18
016126_048_11_03,160,0,19,1,Sierra,2,1,1,1
016127_097_11_03,240,0,24,1,Sierra,1,1,1,1
016127_100_11_03,45,1,20,1,Sierra,1,1,1,48
016127_100_11_04,240,0,22,1,Sierra,1,1,0,1
016129_095_11_03,800,0,24,1,Sierra,1,1,1,1
016129_215_11_03,696,1,25,0,Sierra,1,1,1,6
016132_029_11_03,1200,0,27,1,Sierra,1,1,1,1
016132_068_11_03,700,1,26,0,Sierra,2,1,1,53
016133_037_11_01,368,0,28,1,Selva,1,0,1,120
016133_037_11_02,65,1,25,1,Selva,1,1,1,12
016133_039_11_03,500,0,17,1,Selva,1,1,1,3
016133_040_11_03,200,0,17,1,Selva,1,0,1,1
016133_188_11_01,329,0,25,1,Selva,2,0,1,24
016134_030_11_01,2400,0,23,1,Selva,1,1,1,3
016134_030_11_03,42,1,29,1,Selva,1,0,1,144
016134_105_11_02,27,1,25,1,Selva,1,0,1,96
016136_069_11_03,1200,0,19,1,Selva,1,1,1,48
016136_150_11_02,240,1,21,1,Selva,1,0,1,1
016136_155_11_04,320,1,18,1,Selva,1,1,0,1
016137_093_11_03,1025,0,18,1,Selva,1,1,1,6
016137_208_11_03,300,1,15,1,Selva,1,1,1,1
016137_209_11_03,120,1,17,1,Selva,1,1,1,1
016138_046_11_04,600,0,26,1,Selva,1,1,1,1
016138_191_11_02,22,0,15,1,Selva,1,1,1,12
016139_001_11_04,80,0,15,1,Selva,1,1,1,1
016139_084_11_01,427,0,23,1,Selva,1,1,0,2
016140_041_11_03,1000,0,23,0,Selva,1,1,1,2
016140_188_11_04,160,0,18,1,Selva,1,1,1,1
016142_023_11_01,51,1,21,1,Selva,1,1,1,4
016142_227_11_03,100,0,20,1,Selva,2,1,1,2
016145_142_11_03,1200,0,23,1,Selva,1,1,0,1
016145_142_11_04,90,0,21,1,Selva,1,1,1,1
016146_121_11_06,120,1,23,1,Selva,1,1,1,1
016147_003_11_01,720,0,20,1,Selva,1,0,1,1
016147_003_11_02,720,1,17,1,Selva,1,1,1,1
016147_004_11_04,1120,0,18,1,Selva,1,0,0,1
016151_031_11_03,900,1,19,1,Selva,1,1,1,6
016152_043_11_01,703,0,28,1,Selva,1,1,1,12
016153_069_11_02,3,1,29,1,Selva,1,1,1,1
016153_303_11_01,663,0,29,1,Selva,1,1,1,90
016154_029_11_03,600,0,26,1,Selva,1,1,1,24
016154_029_11_04,500,1,24,1,Selva,1,1,1,9
016155_072_11_02,140,0,18,1,Selva,1,1,1,1
016156_325_11_02,350,1,27,1,Selva,1,1,1,2
016156_328_11_04,400,0,29,1,Selva,1,1,1,120
016157_180_11_03,200,0,19,1,Selva,1,1,1,1
016157_181_11_01,78,0,27,1,Selva,1,1,1,120
016158_052_11_02,17,1,29,1,Selva,1,1,1,54
016158_065_11_03,240,0,16,1,Selva,1,1,1,48
016158_065_11_06,1200,0,23,1,Selva,1,1,1,6
016161_033_11_03,360,0,19,1,Selva,1,1,1,1
016161_034_11_03,240,0,15,1,Selva,1,1,1,1
016161_103_11_03,900,0,20,1,Selva,1,1,1,1
016162_015_11_01,92,0,29,1,Selva,1,1,1,72
016163_021_11_03,400,0,18,1,Selva,1,1,1,1
016163_024_11_03,275,1,15,1,Selva,1,1,1,1
016163_085_11_05,80,0,21,1,Selva,1,1,1,1
016164_063_11_03,960,0,21,1,Selva,1,1,1,3
016164_065_11_03,480,0,19,1,Selva,1,1,1,1
016166_018_11_05,50,1,29,1,Costa,1,1,1,36
016167_016_11_02,1392,0,26,0,Costa,1,1,1,3
016167_175_11_01,768,1,20,1,Costa,1,1,1,3
016167_175_11_02,800,0,26,1,Costa,1,1,0,36
016168_101_11_06,550,1,23,1,Costa,1,1,1,36
016168_101_11_07,1230,0,29,1,Costa,1,1,1,36
016169_149_11_05,680,1,24,1,Costa,1,1,1,36
016170_054_11_02,1305,0,29,0,Costa,2,1,1,24
016170_087_11_03,1000,0,26,1,Costa,1,1,1,2
016171_069_11_03,386,1,17,1,Costa,1,1,1,2
016171_085_11_02,1600,0,28,1,Costa,1,1,1,56
016172_019_11_05,1050,1,25,0,Costa,1,1,1,11
016172_044_13_05,1605,0,28,0,Costa,2,1,1,30
016172_044_13_06,800,1,26,1,Costa,1,1,1,2
016172_068_11_03,1192,1,21,1,Costa,1,1,1,1
016172_068_11_05,1050,1,27,1,Costa,2,1,1,1
016172_089_11_04,892,1,20,0,Costa,1,1,1,2
016172_089_11_05,120,1,18,1,Costa,1,1,1,2
016172_160_11_03,600,0,25,1,Costa,2,1,0,24
016173_147_11_04,1000,0,22,1,Costa,1,1,0,17
016173_147_11_06,1299,1,28,1,Costa,1,1,0,8
016173_147_11_07,120,0,18,1,Costa,1,1,0,5
016173_147_11_08,480,0,20,1,Costa,1,1,0,3
016174_019_11_03,1000,1,20,1,Costa,1,1,1,7
016174_093_11_02,1012,0,26,1,Costa,1,1,1,3
016174_093_11_03,672,0,27,0,Costa,2,1,1,6
016175_084_11_05,1200,0,25,0,Costa,2,1,1,3
016175_084_11_06,520,1,22,1,Costa,2,1,1,3
016175_084_11_07,65,0,18,1,Costa,1,1,1,2
016176_012_11_01,600,1,28,1,Costa,1,1,1,2
016176_031_11_02,1400,1,27,0,Costa,2,1,1,2
016176_050_11_03,160,1,16,1,Costa,1,1,1,3
016176_069_11_02,1030,0,19,1,Costa,2,1,1,2
016177_011_11_02,1720,0,24,1,Costa,1,1,1,5
016178_010_11_01,840,1,29,1,Costa,2,1,1,1
016178_020_11_01,346,1,27,1,Costa,2,1,1,10
016178_028_11_01,50,1,24,1,Costa,1,1,1,3
016179_027_11_04,3105,1,26,0,Costa,2,1,1,23
016179_027_11_05,1740,1,24,0,Costa,2,1,1,24
016179_119_11_02,892,0,24,0,Costa,1,1,1,10
016181_003_11_01,455,1,29,0,Costa,2,1,1,51
016182_157_11_02,1160,1,26,0,Costa,1,1,1,12
016183_151_11_02,850,0,20,0,Costa,1,1,1,12
016184_014_11_02,1500,1,24,0,Costa,2,1,1,60
016184_079_11_03,1000,0,27,0,Costa,2,1,0,24
016185_063_11_03,2349,0,26,0,Costa,1,1,1,36
016185_086_22_01,1200,1,28,1,Costa,2,1,1,1
016187_102_11_03,1156,1,26,1,Costa,1,1,1,7
016187_148_11_05,1000,0,22,0,Costa,1,1,1,10
016188_113_11_01,2000,0,28,1,Costa,2,1,1,72
016189_026_11_03,783,1,29,0,Costa,2,1,1,7
016189_066_11_03,360,0,18,1,Costa,1,1,1,1
016189_087_11_02,1527,1,27,1,Costa,1,1,1,6
016189_128_11_04,500,0,19,1,Costa,1,1,1,12
016190_079_11_02,1025,0,22,1,Costa,1,1,1,36
016191_043_11_04,120,1,18,1,Costa,1,0,1,2
016192_073_11_03,1000,0,27,1,Costa,2,1,1,5
016193_085_11_03,650,0,20,0,Costa,2,1,1,1
016193_134_11_03,1200,0,27,0,Costa,2,1,1,3
016195_020_11_03,1380,1,22,0,Costa,2,1,1,12
016195_151_11_04,600,0,24,1,Costa,2,1,0,6
016196_091_11_02,1740,1,25,0,Costa,1,1,1,12
016197_049_11_03,892,0,26,0,Costa,2,1,1,11
016197_078_11_03,1025,0,20,1,Costa,2,1,0,8
016198_077_11_01,1895,0,29,0,Costa,2,1,1,2
016199_021_22_01,600,1,29,1,Costa,1,1,1,1
016199_055_11_03,850,1,25,1,Costa,1,1,1,5
016199_055_11_04,7942,1,23,0,Costa,1,1,1,129
016199_073_11_04,2000,0,21,0,Costa,1,1,1,14
016199_109_11_02,1260,0,21,1,Costa,1,1,1,1
016199_109_11_04,1300,0,20,0,Costa,1,1,1,8
016199_127_11_03,980,1,23,0,Costa,2,1,1,3
016200_033_11_03,800,1,26,1,Costa,2,1,1,5
016200_033_11_04,700,0,24,1,Costa,2,1,1,36
016200_085_11_02,3132,0,29,0,Costa,1,1,1,72
016201_040_11_02,1220,0,29,0,Costa,2,1,1,12
016201_040_11_03,1308,0,24,0,Costa,2,1,1,4
016201_105_11_04,930,1,26,1,Costa,2,1,1,9
016201_215_11_01,1500,0,26,1,Costa,1,1,1,2
016201_215_11_02,840,1,25,1,Costa,2,1,1,6
016202_015_11_03,300,1,27,1,Costa,1,1,0,2
016202_092_11_04,900,1,20,1,Costa,1,1,1,3
016202_149_11_02,1000,0,28,0,Costa,1,1,1,1
016203_009_11_01,2000,0,28,0,Costa,2,1,1,18
016203_072_11_03,1280,1,26,1,Costa,2,1,0,4
016203_072_11_04,980,1,20,0,Costa,1,1,1,1
016203_086_11_02,1000,1,22,1,Costa,2,1,1,5
016204_009_11_03,1025,0,23,1,Costa,1,1,1,5
016204_024_11_03,2642,0,28,1,Costa,2,1,0,2
016204_089_11_03,800,1,28,1,Costa,2,1,0,1
016205_004_11_03,800,0,20,1,Costa,1,1,0,24
016206_063_11_04,1060,0,22,1,Costa,2,1,1,6
016206_093_11_03,1200,0,28,1,Costa,1,1,1,1
016206_093_11_05,980,1,25,1,Costa,1,1,1,9
016206_108_11_01,1500,0,26,0,Costa,2,1,1,24
016207_040_11_02,1200,1,24,1,Costa,2,1,0,12
016207_058_11_03,520,1,25,1,Costa,1,1,0,36
016207_058_11_04,1380,1,27,0,Costa,1,1,1,42
016207_176_12_02,2500,0,26,1,Costa,2,1,1,6
016208_039_11_07,1200,0,27,1,Costa,2,1,1,2
016208_585_11_03,1400,0,27,0,Costa,2,1,1,7
016208_857_11_02,1187,1,22,0,Costa,2,1,1,12
016208_857_11_03,1200,0,18,1,Costa,1,1,0,1
016209_006_11_03,2295,0,28,0,Costa,2,1,1,4
016210_168_11_03,930,0,25,0,Costa,2,1,1,23
016210_168_11_04,1600,0,19,1,Costa,1,1,1,1
016212_144_11_01,1392,0,27,0,Costa,2,1,1,18
016212_181_11_03,826,0,26,0,Costa,2,1,1,8
016213_054_11_04,900,1,18,1,Costa,1,1,0,2
016213_097_11_02,895,1,29,1,Costa,2,1,0,1
016213_143_11_02,221,1,29,1,Costa,1,1,1,1
016214_058_11_04,1580,0,27,0,Costa,1,1,1,67
016214_083_11_01,1030,0,26,0,Costa,2,1,1,30
016214_083_11_02,990,1,27,0,Costa,1,1,1,21
016215_038_11_03,2000,0,29,1,Costa,2,1,0,60
016215_038_11_04,100,1,23,1,Costa,2,1,1,12
016215_059_11_01,1500,0,26,0,Costa,1,1,1,24
016215_059_11_04,1200,0,17,1,Costa,1,1,1,3
016215_079_11_03,900,0,26,1,Costa,1,1,0,72
016216_099_11_03,1600,1,22,1,Costa,1,1,1,6
016216_187_11_01,1400,0,23,1,Costa,2,1,1,6
016217_086_11_03,800,0,22,1,Costa,2,1,1,5
016217_086_11_04,250,0,18,1,Costa,1,1,1,7
016217_102_11_03,922,1,29,0,Costa,2,1,1,36
016218_052_11_03,400,0,18,1,Costa,1,1,0,1
016218_158_22_01,1280,0,21,1,Costa,1,1,1,1
016219_027_11_03,450,1,24,0,Costa,2,1,1,30
016220_011_11_01,600,1,24,1,Costa,2,1,1,4
016220_011_11_02,1720,0,26,1,Costa,2,1,1,68
016220_038_11_03,1319,1,24,0,Costa,2,1,1,21
016220_079_11_02,942,0,19,0,Costa,2,1,1,6
016220_093_11_03,1480,1,21,1,Costa,1,1,1,5
016221_008_11_03,20,1,17,1,Costa,1,1,1,6
016221_024_11_04,2500,1,28,1,Costa,2,1,0,2
016221_101_11_03,800,1,17,1,Costa,1,1,1,1
016223_032_12_03,600,1,24,0,Costa,2,1,1,2
016223_047_11_03,1827,0,25,0,Costa,2,1,1,12
016224_062_11_02,960,1,26,1,Costa,1,1,1,1
016225_050_11_02,600,1,23,1,Costa,1,1,1,18
016225_050_11_03,600,1,27,1,Costa,1,1,1,2
016225_050_11_06,2000,0,25,1,Costa,1,1,1,18
016225_050_11_07,800,1,20,1,Costa,1,1,1,24
016225_116_11_01,2380,0,28,0,Costa,2,1,1,77
016225_116_11_05,1680,0,26,0,Costa,1,1,1,20
016226_058_11_02,1025,1,29,1,Costa,2,1,1,2
016226_075_11_03,800,1,21,1,Costa,1,1,0,12
016226_075_11_04,1780,0,20,1,Costa,1,1,1,48
016227_057_11_01,1000,1,23,1,Costa,2,1,0,3
016229_036_11_02,900,1,25,1,Costa,2,1,0,3
016229_036_11_03,600,0,18,1,Costa,1,1,0,3
016229_087_11_01,1110,0,20,0,Costa,1,1,1,12
016230_004_11_04,2235,1,26,0,Costa,2,1,1,18
016231_036_11_02,960,0,19,1,Costa,1,1,1,4
016231_068_11_01,470,0,28,1,Costa,1,1,0,84
016231_085_11_04,1200,0,22,1,Costa,1,1,1,2
016231_102_12_03,800,1,19,1,Costa,1,1,1,1
016231_102_22_01,120,1,29,1,Costa,1,1,1,2
016232_050_11_02,300,1,21,1,Costa,1,1,1,1
016232_065_11_03,892,0,19,1,Costa,1,1,1,1
016232_094_11_03,1480,0,21,1,Costa,1,1,0,9
016233_004_11_02,460,1,19,1,Costa,1,1,0,1
016233_004_11_03,320,1,27,1,Costa,2,1,1,24
016234_060_11_03,1000,0,19,1,Costa,1,1,0,48
016234_077_11_05,650,1,21,1,Costa,2,1,1,1
016235_005_11_05,1025,0,19,1,Costa,2,1,1,12
016236_009_11_02,1025,1,21,1,Costa,2,1,1,1
016236_055_11_03,892,1,24,1,Costa,2,1,1,1
016236_078_11_03,750,1,29,1,Costa,2,1,0,6
016238_003_11_05,1800,0,19,1,Costa,1,1,0,24
016238_051_11_03,2250,1,25,0,Costa,2,1,1,12
016239_023_11_03,1065,0,22,1,Costa,1,1,1,6
016239_023_11_04,1065,0,28,0,Costa,2,1,1,3
016239_060_11_03,805,0,29,0,Costa,1,1,1,2
016240_091_11_03,1020,1,21,0,Costa,1,1,1,7
016241_022_11_02,1350,0,29,0,Costa,2,1,1,36
016241_022_11_03,800,0,29,1,Costa,2,1,0,8
016241_063_22_03,1800,1,26,1,Costa,2,1,0,12
016241_091_11_03,1600,1,21,1,Costa,2,1,1,1
016242_055_11_03,959,1,25,0,Costa,2,1,1,11
016242_055_11_05,996,1,27,0,Costa,1,1,1,4
016242_108_11_07,200,0,28,1,Costa,1,1,0,6
016243_001_12_01,957,1,27,1,Costa,1,1,1,48
016243_052_11_03,500,1,20,1,Costa,2,1,1,2
016243_153_23_03,800,0,28,1,Costa,1,1,1,84
016243_153_33_03,700,0,27,1,Costa,1,1,1,24
016243_178_11_01,1914,0,27,0,Costa,1,1,1,60
016243_178_11_02,1700,0,18,1,Costa,1,1,0,1
016244_027_11_03,1269,0,23,1,Costa,1,1,1,54
